id,pokemon_id,back_default,back_female,back_shiny,back_shiny_female,front_default,front_female,front_shiny,front_shiny_female,gen_eight_front_default,gen_eight_front_shiny,created_at,updated_at
224,224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/224.png,https://www.serebii.net/swordshield/pokemon/224.png,https://www.serebii.net/Shiny/SWSH/224.png,2020-11-05 21:19:24.951292,2020-11-05 21:19:24.951292
225,225,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/225.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/225.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/225.png,,https://www.serebii.net/swordshield/pokemon/225.png,https://www.serebii.net/Shiny/SWSH/225.png,2020-11-05 21:19:25.816355,2020-11-05 21:19:25.816355
226,226,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/226.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/226.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/226.png,,https://www.serebii.net/swordshield/pokemon/226.png,https://www.serebii.net/Shiny/SWSH/226.png,2020-11-05 21:19:26.766002,2020-11-05 21:19:26.766002
227,227,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/227.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/227.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/227.png,,https://www.serebii.net/swordshield/pokemon/227.png,https://www.serebii.net/Shiny/SWSH/227.png,2020-11-05 21:19:27.595866,2020-11-05 21:19:27.595866
228,228,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/228.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/228.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/228.png,,https://www.serebii.net/swordshield/pokemon/228.png,https://www.serebii.net/Shiny/SWSH/228.png,2020-11-05 21:19:28.47457,2020-11-05 21:19:28.47457
229,229,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/229.png,https://www.serebii.net/swordshield/pokemon/229.png,https://www.serebii.net/Shiny/SWSH/229.png,2020-11-05 21:19:29.438623,2020-11-05 21:19:29.438623
230,230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/230.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/230.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/230.png,,https://www.serebii.net/swordshield/pokemon/230.png,https://www.serebii.net/Shiny/SWSH/230.png,2020-11-05 21:19:30.295736,2020-11-05 21:19:30.295736
231,231,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/231.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/231.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/231.png,,https://www.serebii.net/swordshield/pokemon/231.png,https://www.serebii.net/Shiny/SWSH/231.png,2020-11-05 21:19:30.993678,2020-11-05 21:19:30.993678
232,232,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/232.png,https://www.serebii.net/swordshield/pokemon/232.png,https://www.serebii.net/Shiny/SWSH/232.png,2020-11-05 21:19:31.692851,2020-11-05 21:19:31.692851
233,233,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/233.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/233.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/233.png,,https://www.serebii.net/swordshield/pokemon/233.png,https://www.serebii.net/Shiny/SWSH/233.png,2020-11-05 21:19:32.566818,2020-11-05 21:19:32.566818
235,235,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/235.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/235.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/235.png,,https://www.serebii.net/swordshield/pokemon/235.png,https://www.serebii.net/Shiny/SWSH/235.png,2020-11-05 21:19:34.133557,2020-11-05 21:19:34.133557
236,236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/236.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/236.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/236.png,,https://www.serebii.net/swordshield/pokemon/236.png,https://www.serebii.net/Shiny/SWSH/236.png,2020-11-05 21:19:34.749848,2020-11-05 21:19:34.749848
237,237,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/237.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/237.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/237.png,,https://www.serebii.net/swordshield/pokemon/237.png,https://www.serebii.net/Shiny/SWSH/237.png,2020-11-05 21:19:35.41907,2020-11-05 21:19:35.41907
238,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/238.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/238.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/238.png,,https://www.serebii.net/swordshield/pokemon/238.png,https://www.serebii.net/Shiny/SWSH/238.png,2020-11-05 21:19:36.358685,2020-11-05 21:19:36.358685
239,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/239.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/239.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/239.png,,https://www.serebii.net/swordshield/pokemon/239.png,https://www.serebii.net/Shiny/SWSH/239.png,2020-11-05 21:19:37.03069,2020-11-05 21:19:37.03069
240,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/240.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/240.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/240.png,,https://www.serebii.net/swordshield/pokemon/240.png,https://www.serebii.net/Shiny/SWSH/240.png,2020-11-05 21:19:37.799852,2020-11-05 21:19:37.799852
241,241,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/241.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/241.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/241.png,,https://www.serebii.net/swordshield/pokemon/241.png,https://www.serebii.net/Shiny/SWSH/241.png,2020-11-05 21:19:38.663119,2020-11-05 21:19:38.663119
242,242,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/242.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/242.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/242.png,,https://www.serebii.net/swordshield/pokemon/242.png,https://www.serebii.net/Shiny/SWSH/242.png,2020-11-05 21:19:39.428154,2020-11-05 21:19:39.428154
243,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/243.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/243.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/243.png,,https://www.serebii.net/swordshield/pokemon/243.png,https://www.serebii.net/Shiny/SWSH/243.png,2020-11-05 21:19:40.204358,2020-11-05 21:19:40.204358
244,244,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/244.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/244.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/244.png,,https://www.serebii.net/swordshield/pokemon/244.png,https://www.serebii.net/Shiny/SWSH/244.png,2020-11-05 21:19:41.064079,2020-11-05 21:19:41.064079
245,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/245.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/245.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/245.png,,https://www.serebii.net/swordshield/pokemon/245.png,https://www.serebii.net/Shiny/SWSH/245.png,2020-11-05 21:19:41.746916,2020-11-05 21:19:41.746916
246,246,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/246.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/246.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/246.png,,https://www.serebii.net/swordshield/pokemon/246.png,https://www.serebii.net/Shiny/SWSH/246.png,2020-11-05 21:19:42.484752,2020-11-05 21:19:42.484752
247,247,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/247.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/247.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/247.png,,https://www.serebii.net/swordshield/pokemon/247.png,https://www.serebii.net/Shiny/SWSH/247.png,2020-11-05 21:19:43.209385,2020-11-05 21:19:43.209385
248,248,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/248.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/248.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/248.png,,https://www.serebii.net/swordshield/pokemon/248.png,https://www.serebii.net/Shiny/SWSH/248.png,2020-11-05 21:19:44.039009,2020-11-05 21:19:44.039009
249,249,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/249.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/249.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/249.png,,https://www.serebii.net/swordshield/pokemon/249.png,https://www.serebii.net/Shiny/SWSH/249.png,2020-11-05 21:19:44.806399,2020-11-05 21:19:44.806399
700,700,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/700.png,,https://www.serebii.net/swordshield/pokemon/700.png,https://www.serebii.net/Shiny/SWSH/700.png,2020-11-05 21:26:08.311,2020-11-05 21:26:08.311
250,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/250.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/250.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/250.png,,https://www.serebii.net/swordshield/pokemon/250.png,https://www.serebii.net/Shiny/SWSH/250.png,2020-11-05 21:19:45.907321,2020-11-05 21:19:45.907321
251,251,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/251.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/251.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/251.png,,https://www.serebii.net/swordshield/pokemon/251.png,https://www.serebii.net/Shiny/SWSH/251.png,2020-11-05 21:19:46.864842,2020-11-05 21:19:46.864842
252,252,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/252.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/252.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/252.png,,https://www.serebii.net/swordshield/pokemon/252.png,https://www.serebii.net/Shiny/SWSH/252.png,2020-11-05 21:19:47.75817,2020-11-05 21:19:47.75817
253,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/253.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/253.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/253.png,,https://www.serebii.net/swordshield/pokemon/253.png,https://www.serebii.net/Shiny/SWSH/253.png,2020-11-05 21:19:48.393059,2020-11-05 21:19:48.393059
254,254,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/254.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/254.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/254.png,,https://www.serebii.net/swordshield/pokemon/254.png,https://www.serebii.net/Shiny/SWSH/254.png,2020-11-05 21:19:49.918985,2020-11-05 21:19:49.918985
255,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/255.png,https://www.serebii.net/swordshield/pokemon/255.png,https://www.serebii.net/Shiny/SWSH/255.png,2020-11-05 21:19:50.604592,2020-11-05 21:19:50.604592
256,256,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/256.png,https://www.serebii.net/swordshield/pokemon/256.png,https://www.serebii.net/Shiny/SWSH/256.png,2020-11-05 21:19:51.456624,2020-11-05 21:19:51.456624
257,257,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/257.png,https://www.serebii.net/swordshield/pokemon/257.png,https://www.serebii.net/Shiny/SWSH/257.png,2020-11-05 21:19:52.248297,2020-11-05 21:19:52.248297
258,258,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/258.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/258.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/258.png,,https://www.serebii.net/swordshield/pokemon/258.png,https://www.serebii.net/Shiny/SWSH/258.png,2020-11-05 21:19:52.916116,2020-11-05 21:19:52.916116
259,259,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/259.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/259.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/259.png,,https://www.serebii.net/swordshield/pokemon/259.png,https://www.serebii.net/Shiny/SWSH/259.png,2020-11-05 21:19:53.693509,2020-11-05 21:19:53.693509
260,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/260.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/260.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/260.png,,https://www.serebii.net/swordshield/pokemon/260.png,https://www.serebii.net/Shiny/SWSH/260.png,2020-11-05 21:19:54.455148,2020-11-05 21:19:54.455148
261,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/261.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/261.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/261.png,,https://www.serebii.net/swordshield/pokemon/261.png,https://www.serebii.net/Shiny/SWSH/261.png,2020-11-05 21:19:55.193766,2020-11-05 21:19:55.193766
262,262,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/262.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/262.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/262.png,,https://www.serebii.net/swordshield/pokemon/262.png,https://www.serebii.net/Shiny/SWSH/262.png,2020-11-05 21:19:55.96681,2020-11-05 21:19:55.96681
701,701,,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/701.png,,https://www.serebii.net/swordshield/pokemon/701.png,https://www.serebii.net/Shiny/SWSH/701.png,2020-11-05 21:26:08.980354,2020-11-05 21:26:08.980354
263,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/263.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/263.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/263.png,,https://www.serebii.net/swordshield/pokemon/263.png,https://www.serebii.net/Shiny/SWSH/263.png,2020-11-05 21:19:57.80279,2020-11-05 21:19:57.80279
264,264,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/264.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/264.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/264.png,,https://www.serebii.net/swordshield/pokemon/264.png,https://www.serebii.net/Shiny/SWSH/264.png,2020-11-05 21:19:58.611092,2020-11-05 21:19:58.611092
265,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/265.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/265.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/265.png,,https://www.serebii.net/swordshield/pokemon/265.png,https://www.serebii.net/Shiny/SWSH/265.png,2020-11-05 21:19:59.871558,2020-11-05 21:19:59.871558
266,266,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/266.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/266.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/266.png,,https://www.serebii.net/swordshield/pokemon/266.png,https://www.serebii.net/Shiny/SWSH/266.png,2020-11-05 21:20:00.445123,2020-11-05 21:20:00.445123
267,267,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/267.png,https://www.serebii.net/swordshield/pokemon/267.png,https://www.serebii.net/Shiny/SWSH/267.png,2020-11-05 21:20:01.172727,2020-11-05 21:20:01.172727
268,268,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/268.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/268.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/268.png,,https://www.serebii.net/swordshield/pokemon/268.png,https://www.serebii.net/Shiny/SWSH/268.png,2020-11-05 21:20:01.708059,2020-11-05 21:20:01.708059
269,269,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/269.png,https://www.serebii.net/swordshield/pokemon/269.png,https://www.serebii.net/Shiny/SWSH/269.png,2020-11-05 21:20:02.742012,2020-11-05 21:20:02.742012
270,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/270.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/270.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/270.png,,https://www.serebii.net/swordshield/pokemon/270.png,https://www.serebii.net/Shiny/SWSH/270.png,2020-11-05 21:20:03.638616,2020-11-05 21:20:03.638616
