id,pokemon_id,ability_id,is_hidden,created_at,updated_at
349,133,107,t,2020-11-05 21:18:06.455138,2020-11-05 21:18:06.455138
350,134,11,f,2020-11-05 21:18:07.700718,2020-11-05 21:18:07.700718
351,134,93,t,2020-11-05 21:18:07.797653,2020-11-05 21:18:07.797653
352,135,10,f,2020-11-05 21:18:08.420413,2020-11-05 21:18:08.420413
353,135,95,t,2020-11-05 21:18:08.505539,2020-11-05 21:18:08.505539
354,136,18,f,2020-11-05 21:18:09.086918,2020-11-05 21:18:09.086918
355,136,62,t,2020-11-05 21:18:09.169673,2020-11-05 21:18:09.169673
356,137,36,f,2020-11-05 21:18:09.8518,2020-11-05 21:18:09.8518
357,137,88,f,2020-11-05 21:18:09.931033,2020-11-05 21:18:09.931033
358,137,148,t,2020-11-05 21:18:10.023766,2020-11-05 21:18:10.023766
359,138,33,f,2020-11-05 21:18:10.749995,2020-11-05 21:18:10.749995
360,138,75,f,2020-11-05 21:18:10.84299,2020-11-05 21:18:10.84299
361,138,133,t,2020-11-05 21:18:10.921009,2020-11-05 21:18:10.921009
362,139,33,f,2020-11-05 21:18:11.544444,2020-11-05 21:18:11.544444
363,139,75,f,2020-11-05 21:18:11.6715,2020-11-05 21:18:11.6715
364,139,133,t,2020-11-05 21:18:11.752867,2020-11-05 21:18:11.752867
365,140,33,f,2020-11-05 21:18:12.597557,2020-11-05 21:18:12.597557
366,140,4,f,2020-11-05 21:18:12.683998,2020-11-05 21:18:12.683998
367,140,133,t,2020-11-05 21:18:12.766581,2020-11-05 21:18:12.766581
368,141,33,f,2020-11-05 21:18:13.63169,2020-11-05 21:18:13.63169
369,141,4,f,2020-11-05 21:18:13.786865,2020-11-05 21:18:13.786865
370,141,133,t,2020-11-05 21:18:13.909082,2020-11-05 21:18:13.909082
371,142,69,f,2020-11-05 21:18:14.740576,2020-11-05 21:18:14.740576
372,142,46,f,2020-11-05 21:18:14.832276,2020-11-05 21:18:14.832276
373,142,127,t,2020-11-05 21:18:14.915642,2020-11-05 21:18:14.915642
374,143,17,f,2020-11-05 21:18:15.842108,2020-11-05 21:18:15.842108
375,143,47,f,2020-11-05 21:18:15.925721,2020-11-05 21:18:15.925721
376,143,82,t,2020-11-05 21:18:16.004588,2020-11-05 21:18:16.004588
377,144,46,f,2020-11-05 21:18:16.771347,2020-11-05 21:18:16.771347
378,144,81,t,2020-11-05 21:18:16.878303,2020-11-05 21:18:16.878303
379,145,46,f,2020-11-05 21:18:17.564717,2020-11-05 21:18:17.564717
380,145,9,t,2020-11-05 21:18:17.660283,2020-11-05 21:18:17.660283
381,146,46,f,2020-11-05 21:18:18.445288,2020-11-05 21:18:18.445288
382,146,49,t,2020-11-05 21:18:18.518866,2020-11-05 21:18:18.518866
383,147,61,f,2020-11-05 21:18:19.218886,2020-11-05 21:18:19.218886
384,147,63,t,2020-11-05 21:18:19.304711,2020-11-05 21:18:19.304711
385,148,61,f,2020-11-05 21:18:20.077005,2020-11-05 21:18:20.077005
386,148,63,t,2020-11-05 21:18:20.160329,2020-11-05 21:18:20.160329
387,149,39,f,2020-11-05 21:18:20.885931,2020-11-05 21:18:20.885931
388,149,136,t,2020-11-05 21:18:20.964166,2020-11-05 21:18:20.964166
389,150,46,f,2020-11-05 21:18:21.579306,2020-11-05 21:18:21.579306
390,150,127,t,2020-11-05 21:18:21.687803,2020-11-05 21:18:21.687803
391,151,28,f,2020-11-05 21:18:22.400811,2020-11-05 21:18:22.400811
392,152,65,f,2020-11-05 21:18:23.047925,2020-11-05 21:18:23.047925
393,152,102,t,2020-11-05 21:18:23.128778,2020-11-05 21:18:23.128778
394,153,65,f,2020-11-05 21:18:23.821901,2020-11-05 21:18:23.821901
395,153,102,t,2020-11-05 21:18:23.894931,2020-11-05 21:18:23.894931
396,154,65,f,2020-11-05 21:18:24.535733,2020-11-05 21:18:24.535733
397,154,102,t,2020-11-05 21:18:24.596891,2020-11-05 21:18:24.596891
398,155,66,f,2020-11-05 21:18:24.955127,2020-11-05 21:18:24.955127
399,155,18,t,2020-11-05 21:18:25.069114,2020-11-05 21:18:25.069114
400,156,66,f,2020-11-05 21:18:25.719252,2020-11-05 21:18:25.719252
401,156,18,t,2020-11-05 21:18:25.801621,2020-11-05 21:18:25.801621
402,157,66,f,2020-11-05 21:18:26.362131,2020-11-05 21:18:26.362131
403,157,18,t,2020-11-05 21:18:26.440156,2020-11-05 21:18:26.440156
404,158,67,f,2020-11-05 21:18:28.132055,2020-11-05 21:18:28.132055
405,158,125,t,2020-11-05 21:18:28.187628,2020-11-05 21:18:28.187628
406,159,67,f,2020-11-05 21:18:28.714443,2020-11-05 21:18:28.714443
407,159,125,t,2020-11-05 21:18:28.805858,2020-11-05 21:18:28.805858
408,160,67,f,2020-11-05 21:18:29.385356,2020-11-05 21:18:29.385356
409,160,125,t,2020-11-05 21:18:29.490267,2020-11-05 21:18:29.490267
410,161,50,f,2020-11-05 21:18:30.046811,2020-11-05 21:18:30.046811
411,161,51,f,2020-11-05 21:18:30.12368,2020-11-05 21:18:30.12368
412,161,119,t,2020-11-05 21:18:30.208188,2020-11-05 21:18:30.208188
413,162,50,f,2020-11-05 21:18:30.7831,2020-11-05 21:18:30.7831
414,162,51,f,2020-11-05 21:18:30.84495,2020-11-05 21:18:30.84495
415,162,119,t,2020-11-05 21:18:30.925813,2020-11-05 21:18:30.925813
416,163,15,f,2020-11-05 21:18:31.727703,2020-11-05 21:18:31.727703
417,163,51,f,2020-11-05 21:18:31.81341,2020-11-05 21:18:31.81341
418,163,110,t,2020-11-05 21:18:31.90412,2020-11-05 21:18:31.90412
419,164,15,f,2020-11-05 21:18:32.58543,2020-11-05 21:18:32.58543
420,164,51,f,2020-11-05 21:18:32.661513,2020-11-05 21:18:32.661513
421,164,110,t,2020-11-05 21:18:32.742353,2020-11-05 21:18:32.742353
422,165,68,f,2020-11-05 21:18:33.562549,2020-11-05 21:18:33.562549
423,165,48,f,2020-11-05 21:18:33.643958,2020-11-05 21:18:33.643958
424,165,155,t,2020-11-05 21:18:33.720878,2020-11-05 21:18:33.720878
425,166,68,f,2020-11-05 21:18:34.423759,2020-11-05 21:18:34.423759
426,166,48,f,2020-11-05 21:18:34.532923,2020-11-05 21:18:34.532923
427,166,89,t,2020-11-05 21:18:34.681046,2020-11-05 21:18:34.681046
428,167,68,f,2020-11-05 21:18:35.340835,2020-11-05 21:18:35.340835
429,167,15,f,2020-11-05 21:18:35.393221,2020-11-05 21:18:35.393221
430,167,97,t,2020-11-05 21:18:35.47491,2020-11-05 21:18:35.47491
431,168,68,f,2020-11-05 21:18:36.327926,2020-11-05 21:18:36.327926
432,168,15,f,2020-11-05 21:18:36.414166,2020-11-05 21:18:36.414166
433,168,97,t,2020-11-05 21:18:36.492775,2020-11-05 21:18:36.492775
434,169,39,f,2020-11-05 21:18:37.193429,2020-11-05 21:18:37.193429
435,169,151,t,2020-11-05 21:18:37.281558,2020-11-05 21:18:37.281558
436,170,10,f,2020-11-05 21:18:37.921257,2020-11-05 21:18:37.921257
437,170,35,f,2020-11-05 21:18:38.02228,2020-11-05 21:18:38.02228
438,170,11,t,2020-11-05 21:18:38.108973,2020-11-05 21:18:38.108973
439,171,10,f,2020-11-05 21:18:38.791471,2020-11-05 21:18:38.791471
440,171,35,f,2020-11-05 21:18:38.876501,2020-11-05 21:18:38.876501
441,171,11,t,2020-11-05 21:18:38.966698,2020-11-05 21:18:38.966698
442,172,9,f,2020-11-05 21:18:39.617997,2020-11-05 21:18:39.617997
443,172,31,t,2020-11-05 21:18:39.704702,2020-11-05 21:18:39.704702
444,173,56,f,2020-11-05 21:18:40.442407,2020-11-05 21:18:40.442407
445,173,98,f,2020-11-05 21:18:40.532735,2020-11-05 21:18:40.532735
446,173,132,t,2020-11-05 21:18:40.618691,2020-11-05 21:18:40.618691
447,174,56,f,2020-11-05 21:18:41.314841,2020-11-05 21:18:41.314841
448,174,172,f,2020-11-05 21:18:41.414823,2020-11-05 21:18:41.414823
449,174,132,t,2020-11-05 21:18:41.509411,2020-11-05 21:18:41.509411
450,175,55,f,2020-11-05 21:18:42.107011,2020-11-05 21:18:42.107011
451,175,32,f,2020-11-05 21:18:42.184562,2020-11-05 21:18:42.184562
452,175,105,t,2020-11-05 21:18:42.266135,2020-11-05 21:18:42.266135
453,176,55,f,2020-11-05 21:18:42.932229,2020-11-05 21:18:42.932229
454,176,32,f,2020-11-05 21:18:42.998808,2020-11-05 21:18:42.998808
455,176,105,t,2020-11-05 21:18:43.052825,2020-11-05 21:18:43.052825
456,177,28,f,2020-11-05 21:18:43.766864,2020-11-05 21:18:43.766864
457,177,48,f,2020-11-05 21:18:43.852711,2020-11-05 21:18:43.852711
458,177,156,t,2020-11-05 21:18:43.939307,2020-11-05 21:18:43.939307
459,178,28,f,2020-11-05 21:18:44.727102,2020-11-05 21:18:44.727102
460,178,48,f,2020-11-05 21:18:44.830867,2020-11-05 21:18:44.830867
461,178,156,t,2020-11-05 21:18:44.965118,2020-11-05 21:18:44.965118
462,179,9,f,2020-11-05 21:18:45.685477,2020-11-05 21:18:45.685477
463,179,57,t,2020-11-05 21:18:45.831256,2020-11-05 21:18:45.831256
464,180,9,f,2020-11-05 21:18:46.516344,2020-11-05 21:18:46.516344
465,180,57,t,2020-11-05 21:18:46.600936,2020-11-05 21:18:46.600936
466,181,9,f,2020-11-05 21:18:47.232359,2020-11-05 21:18:47.232359
467,181,57,t,2020-11-05 21:18:47.313216,2020-11-05 21:18:47.313216
468,182,34,f,2020-11-05 21:18:47.904173,2020-11-05 21:18:47.904173
469,182,131,t,2020-11-05 21:18:47.985095,2020-11-05 21:18:47.985095
470,183,47,f,2020-11-05 21:18:48.698072,2020-11-05 21:18:48.698072
471,183,37,f,2020-11-05 21:18:48.784892,2020-11-05 21:18:48.784892
472,183,157,t,2020-11-05 21:18:48.86143,2020-11-05 21:18:48.86143
473,184,47,f,2020-11-05 21:18:49.594195,2020-11-05 21:18:49.594195
474,184,37,f,2020-11-05 21:18:49.681726,2020-11-05 21:18:49.681726
475,184,157,t,2020-11-05 21:18:49.774638,2020-11-05 21:18:49.774638
476,185,5,f,2020-11-05 21:18:50.359415,2020-11-05 21:18:50.359415
477,185,69,f,2020-11-05 21:18:50.444646,2020-11-05 21:18:50.444646
478,185,155,t,2020-11-05 21:18:50.52992,2020-11-05 21:18:50.52992
479,186,11,f,2020-11-05 21:18:51.815988,2020-11-05 21:18:51.815988
480,186,6,f,2020-11-05 21:18:51.90067,2020-11-05 21:18:51.90067
481,186,2,t,2020-11-05 21:18:52.010637,2020-11-05 21:18:52.010637
482,187,34,f,2020-11-05 21:18:52.746847,2020-11-05 21:18:52.746847
483,187,102,f,2020-11-05 21:18:52.825899,2020-11-05 21:18:52.825899
484,187,151,t,2020-11-05 21:18:52.944309,2020-11-05 21:18:52.944309
485,188,34,f,2020-11-05 21:18:53.689663,2020-11-05 21:18:53.689663
486,188,102,f,2020-11-05 21:18:53.779107,2020-11-05 21:18:53.779107
487,188,151,t,2020-11-05 21:18:53.861266,2020-11-05 21:18:53.861266
488,189,34,f,2020-11-05 21:18:54.631233,2020-11-05 21:18:54.631233
489,189,102,f,2020-11-05 21:18:54.71896,2020-11-05 21:18:54.71896
490,189,151,t,2020-11-05 21:18:54.8165,2020-11-05 21:18:54.8165
491,190,50,f,2020-11-05 21:18:55.48179,2020-11-05 21:18:55.48179
492,190,53,f,2020-11-05 21:18:55.56276,2020-11-05 21:18:55.56276
493,190,92,t,2020-11-05 21:18:55.672645,2020-11-05 21:18:55.672645
494,191,34,f,2020-11-05 21:18:56.348394,2020-11-05 21:18:56.348394
495,191,94,f,2020-11-05 21:18:56.433636,2020-11-05 21:18:56.433636
496,191,48,t,2020-11-05 21:18:56.530161,2020-11-05 21:18:56.530161
497,192,34,f,2020-11-05 21:18:57.112474,2020-11-05 21:18:57.112474
498,192,94,f,2020-11-05 21:18:57.202241,2020-11-05 21:18:57.202241
499,192,48,t,2020-11-05 21:18:57.282406,2020-11-05 21:18:57.282406
500,193,3,f,2020-11-05 21:18:58.010736,2020-11-05 21:18:58.010736
501,193,14,f,2020-11-05 21:18:58.099261,2020-11-05 21:18:58.099261
502,193,119,t,2020-11-05 21:18:58.18026,2020-11-05 21:18:58.18026
503,194,6,f,2020-11-05 21:18:58.901373,2020-11-05 21:18:58.901373
504,194,11,f,2020-11-05 21:18:58.982844,2020-11-05 21:18:58.982844
505,194,109,t,2020-11-05 21:18:59.063984,2020-11-05 21:18:59.063984
506,195,6,f,2020-11-05 21:18:59.76056,2020-11-05 21:18:59.76056
507,195,11,f,2020-11-05 21:18:59.849518,2020-11-05 21:18:59.849518
508,195,109,t,2020-11-05 21:18:59.929175,2020-11-05 21:18:59.929175
509,196,28,f,2020-11-05 21:19:00.723199,2020-11-05 21:19:00.723199
510,196,156,t,2020-11-05 21:19:00.811731,2020-11-05 21:19:00.811731
511,197,28,f,2020-11-05 21:19:01.457768,2020-11-05 21:19:01.457768
512,197,39,t,2020-11-05 21:19:01.567381,2020-11-05 21:19:01.567381
513,198,15,f,2020-11-05 21:19:02.318808,2020-11-05 21:19:02.318808
514,198,105,f,2020-11-05 21:19:02.406841,2020-11-05 21:19:02.406841
515,198,158,t,2020-11-05 21:19:02.485498,2020-11-05 21:19:02.485498
516,199,12,f,2020-11-05 21:19:03.251765,2020-11-05 21:19:03.251765
517,199,20,f,2020-11-05 21:19:03.341929,2020-11-05 21:19:03.341929
518,199,144,t,2020-11-05 21:19:03.430808,2020-11-05 21:19:03.430808
519,200,26,f,2020-11-05 21:19:04.056004,2020-11-05 21:19:04.056004
520,201,26,f,2020-11-05 21:19:04.652886,2020-11-05 21:19:04.652886
521,202,23,f,2020-11-05 21:19:05.4305,2020-11-05 21:19:05.4305
522,202,140,t,2020-11-05 21:19:05.533427,2020-11-05 21:19:05.533427
523,203,39,f,2020-11-05 21:19:06.350657,2020-11-05 21:19:06.350657
524,203,48,f,2020-11-05 21:19:06.438312,2020-11-05 21:19:06.438312
525,203,157,t,2020-11-05 21:19:06.539526,2020-11-05 21:19:06.539526
526,204,5,f,2020-11-05 21:19:07.171852,2020-11-05 21:19:07.171852
527,204,142,t,2020-11-05 21:19:07.291385,2020-11-05 21:19:07.291385
528,205,5,f,2020-11-05 21:19:08.022022,2020-11-05 21:19:08.022022
529,205,142,t,2020-11-05 21:19:08.102621,2020-11-05 21:19:08.102621
530,206,32,f,2020-11-05 21:19:08.712827,2020-11-05 21:19:08.712827
531,206,50,f,2020-11-05 21:19:08.794491,2020-11-05 21:19:08.794491
532,206,155,t,2020-11-05 21:19:08.881484,2020-11-05 21:19:08.881484
533,207,52,f,2020-11-05 21:19:09.600098,2020-11-05 21:19:09.600098
534,207,8,f,2020-11-05 21:19:09.68139,2020-11-05 21:19:09.68139
535,207,17,t,2020-11-05 21:19:09.79564,2020-11-05 21:19:09.79564
536,208,69,f,2020-11-05 21:19:10.612033,2020-11-05 21:19:10.612033
537,208,5,f,2020-11-05 21:19:10.694162,2020-11-05 21:19:10.694162
538,208,125,t,2020-11-05 21:19:10.77385,2020-11-05 21:19:10.77385
539,209,22,f,2020-11-05 21:19:11.509103,2020-11-05 21:19:11.509103
540,209,50,f,2020-11-05 21:19:11.601208,2020-11-05 21:19:11.601208
541,209,155,t,2020-11-05 21:19:11.682178,2020-11-05 21:19:11.682178
542,210,22,f,2020-11-05 21:19:12.375162,2020-11-05 21:19:12.375162
543,210,95,f,2020-11-05 21:19:12.478177,2020-11-05 21:19:12.478177
544,210,155,t,2020-11-05 21:19:12.57023,2020-11-05 21:19:12.57023
545,211,38,f,2020-11-05 21:19:13.304225,2020-11-05 21:19:13.304225
546,211,33,f,2020-11-05 21:19:13.391145,2020-11-05 21:19:13.391145
547,211,22,t,2020-11-05 21:19:13.472876,2020-11-05 21:19:13.472876
548,212,68,f,2020-11-05 21:19:14.254898,2020-11-05 21:19:14.254898
549,212,101,f,2020-11-05 21:19:14.331047,2020-11-05 21:19:14.331047
550,212,135,t,2020-11-05 21:19:14.414179,2020-11-05 21:19:14.414179
551,213,5,f,2020-11-05 21:19:15.350609,2020-11-05 21:19:15.350609
552,213,82,f,2020-11-05 21:19:15.464324,2020-11-05 21:19:15.464324
553,213,126,t,2020-11-05 21:19:15.555272,2020-11-05 21:19:15.555272
554,214,68,f,2020-11-05 21:19:16.463324,2020-11-05 21:19:16.463324
555,214,62,f,2020-11-05 21:19:16.558206,2020-11-05 21:19:16.558206
556,214,153,t,2020-11-05 21:19:16.662787,2020-11-05 21:19:16.662787
557,215,39,f,2020-11-05 21:19:17.361737,2020-11-05 21:19:17.361737
558,215,51,f,2020-11-05 21:19:17.444735,2020-11-05 21:19:17.444735
559,215,124,t,2020-11-05 21:19:17.535995,2020-11-05 21:19:17.535995
560,216,53,f,2020-11-05 21:19:18.196122,2020-11-05 21:19:18.196122
561,216,95,f,2020-11-05 21:19:18.273103,2020-11-05 21:19:18.273103
562,216,118,t,2020-11-05 21:19:18.355933,2020-11-05 21:19:18.355933
563,217,62,f,2020-11-05 21:19:19.183613,2020-11-05 21:19:19.183613
564,217,95,f,2020-11-05 21:19:19.273991,2020-11-05 21:19:19.273991
565,217,127,t,2020-11-05 21:19:19.355489,2020-11-05 21:19:19.355489
566,218,40,f,2020-11-05 21:19:19.93601,2020-11-05 21:19:19.93601
567,218,49,f,2020-11-05 21:19:20.054692,2020-11-05 21:19:20.054692
568,218,133,t,2020-11-05 21:19:20.243997,2020-11-05 21:19:20.243997
569,219,40,f,2020-11-05 21:19:20.976991,2020-11-05 21:19:20.976991
570,219,49,f,2020-11-05 21:19:21.060151,2020-11-05 21:19:21.060151
571,219,133,t,2020-11-05 21:19:21.182511,2020-11-05 21:19:21.182511
572,220,12,f,2020-11-05 21:19:21.877993,2020-11-05 21:19:21.877993
573,220,81,f,2020-11-05 21:19:21.980759,2020-11-05 21:19:21.980759
574,220,47,t,2020-11-05 21:19:22.036458,2020-11-05 21:19:22.036458
575,221,12,f,2020-11-05 21:19:22.49894,2020-11-05 21:19:22.49894
576,221,81,f,2020-11-05 21:19:22.559918,2020-11-05 21:19:22.559918
577,221,47,t,2020-11-05 21:19:22.612883,2020-11-05 21:19:22.612883
578,222,55,f,2020-11-05 21:19:23.275835,2020-11-05 21:19:23.275835
579,222,30,f,2020-11-05 21:19:23.365983,2020-11-05 21:19:23.365983
580,222,144,t,2020-11-05 21:19:23.433206,2020-11-05 21:19:23.433206
581,223,55,f,2020-11-05 21:19:23.868381,2020-11-05 21:19:23.868381
582,223,97,f,2020-11-05 21:19:23.914511,2020-11-05 21:19:23.914511
583,223,141,t,2020-11-05 21:19:23.962249,2020-11-05 21:19:23.962249
584,224,21,f,2020-11-05 21:19:24.682099,2020-11-05 21:19:24.682099
585,224,97,f,2020-11-05 21:19:24.797913,2020-11-05 21:19:24.797913
586,224,141,t,2020-11-05 21:19:24.888108,2020-11-05 21:19:24.888108
587,225,72,f,2020-11-05 21:19:25.541435,2020-11-05 21:19:25.541435
588,225,55,f,2020-11-05 21:19:25.626653,2020-11-05 21:19:25.626653
589,225,15,t,2020-11-05 21:19:25.754585,2020-11-05 21:19:25.754585
590,226,33,f,2020-11-05 21:19:26.52216,2020-11-05 21:19:26.52216
591,226,11,f,2020-11-05 21:19:26.602471,2020-11-05 21:19:26.602471
592,226,41,t,2020-11-05 21:19:26.689592,2020-11-05 21:19:26.689592
593,227,51,f,2020-11-05 21:19:27.362044,2020-11-05 21:19:27.362044
594,227,5,f,2020-11-05 21:19:27.440756,2020-11-05 21:19:27.440756
595,227,133,t,2020-11-05 21:19:27.527144,2020-11-05 21:19:27.527144
596,228,48,f,2020-11-05 21:19:28.241352,2020-11-05 21:19:28.241352
597,228,18,f,2020-11-05 21:19:28.325878,2020-11-05 21:19:28.325878
598,228,127,t,2020-11-05 21:19:28.413466,2020-11-05 21:19:28.413466
599,229,48,f,2020-11-05 21:19:29.194314,2020-11-05 21:19:29.194314
600,229,18,f,2020-11-05 21:19:29.283025,2020-11-05 21:19:29.283025
601,229,127,t,2020-11-05 21:19:29.366085,2020-11-05 21:19:29.366085
602,230,33,f,2020-11-05 21:19:30.026733,2020-11-05 21:19:30.026733
603,230,97,f,2020-11-05 21:19:30.145702,2020-11-05 21:19:30.145702
604,230,6,t,2020-11-05 21:19:30.228839,2020-11-05 21:19:30.228839
605,231,53,f,2020-11-05 21:19:30.811629,2020-11-05 21:19:30.811629
606,231,8,t,2020-11-05 21:19:30.900642,2020-11-05 21:19:30.900642
607,232,5,f,2020-11-05 21:19:31.532487,2020-11-05 21:19:31.532487
608,232,8,t,2020-11-05 21:19:31.615585,2020-11-05 21:19:31.615585
609,233,36,f,2020-11-05 21:19:32.233846,2020-11-05 21:19:32.233846
610,233,88,f,2020-11-05 21:19:32.365744,2020-11-05 21:19:32.365744
611,233,148,t,2020-11-05 21:19:32.447928,2020-11-05 21:19:32.447928
612,234,22,f,2020-11-05 21:19:33.127743,2020-11-05 21:19:33.127743
613,234,119,f,2020-11-05 21:19:33.208735,2020-11-05 21:19:33.208735
614,234,157,t,2020-11-05 21:19:33.296607,2020-11-05 21:19:33.296607
615,235,20,f,2020-11-05 21:19:33.88155,2020-11-05 21:19:33.88155
616,235,101,f,2020-11-05 21:19:33.970929,2020-11-05 21:19:33.970929
617,235,141,t,2020-11-05 21:19:34.064896,2020-11-05 21:19:34.064896
618,236,62,f,2020-11-05 21:19:34.526587,2020-11-05 21:19:34.526587
619,236,80,f,2020-11-05 21:19:34.591548,2020-11-05 21:19:34.591548
620,236,72,t,2020-11-05 21:19:34.694878,2020-11-05 21:19:34.694878
621,237,22,f,2020-11-05 21:19:35.161419,2020-11-05 21:19:35.161419
622,237,101,f,2020-11-05 21:19:35.230164,2020-11-05 21:19:35.230164
623,237,80,t,2020-11-05 21:19:35.357366,2020-11-05 21:19:35.357366
624,238,12,f,2020-11-05 21:19:36.101778,2020-11-05 21:19:36.101778
625,238,108,f,2020-11-05 21:19:36.180712,2020-11-05 21:19:36.180712
626,238,93,t,2020-11-05 21:19:36.297773,2020-11-05 21:19:36.297773
627,239,9,f,2020-11-05 21:19:36.883831,2020-11-05 21:19:36.883831
628,239,72,t,2020-11-05 21:19:36.972394,2020-11-05 21:19:36.972394
629,240,49,f,2020-11-05 21:19:37.661027,2020-11-05 21:19:37.661027
630,240,72,t,2020-11-05 21:19:37.739982,2020-11-05 21:19:37.739982
631,241,47,f,2020-11-05 21:19:38.389186,2020-11-05 21:19:38.389186
632,241,113,f,2020-11-05 21:19:38.481008,2020-11-05 21:19:38.481008
633,241,157,t,2020-11-05 21:19:38.575664,2020-11-05 21:19:38.575664
634,242,30,f,2020-11-05 21:19:39.208304,2020-11-05 21:19:39.208304
635,242,32,f,2020-11-05 21:19:39.286767,2020-11-05 21:19:39.286767
636,242,131,t,2020-11-05 21:19:39.363492,2020-11-05 21:19:39.363492
637,243,46,f,2020-11-05 21:19:40.023984,2020-11-05 21:19:40.023984
638,243,39,t,2020-11-05 21:19:40.099385,2020-11-05 21:19:40.099385
639,244,46,f,2020-11-05 21:19:40.892719,2020-11-05 21:19:40.892719
640,244,39,t,2020-11-05 21:19:40.988251,2020-11-05 21:19:40.988251
641,245,46,f,2020-11-05 21:19:41.598844,2020-11-05 21:19:41.598844
642,245,39,t,2020-11-05 21:19:41.676869,2020-11-05 21:19:41.676869
643,246,62,f,2020-11-05 21:19:42.343844,2020-11-05 21:19:42.343844
644,246,8,t,2020-11-05 21:19:42.423365,2020-11-05 21:19:42.423365
645,247,61,f,2020-11-05 21:19:43.14769,2020-11-05 21:19:43.14769
646,248,45,f,2020-11-05 21:19:43.875247,2020-11-05 21:19:43.875247
647,248,127,t,2020-11-05 21:19:43.957346,2020-11-05 21:19:43.957346
648,249,46,f,2020-11-05 21:19:44.644506,2020-11-05 21:19:44.644506
649,249,136,t,2020-11-05 21:19:44.725359,2020-11-05 21:19:44.725359
650,250,46,f,2020-11-05 21:19:45.742735,2020-11-05 21:19:45.742735
651,250,144,t,2020-11-05 21:19:45.824122,2020-11-05 21:19:45.824122
652,251,30,f,2020-11-05 21:19:46.798906,2020-11-05 21:19:46.798906
653,252,65,f,2020-11-05 21:19:47.610154,2020-11-05 21:19:47.610154
654,252,84,t,2020-11-05 21:19:47.687278,2020-11-05 21:19:47.687278
655,253,65,f,2020-11-05 21:19:48.24465,2020-11-05 21:19:48.24465
656,253,84,t,2020-11-05 21:19:48.330376,2020-11-05 21:19:48.330376
657,254,65,f,2020-11-05 21:19:49.768907,2020-11-05 21:19:49.768907
658,254,84,t,2020-11-05 21:19:49.857548,2020-11-05 21:19:49.857548
659,255,66,f,2020-11-05 21:19:50.446761,2020-11-05 21:19:50.446761
660,255,3,t,2020-11-05 21:19:50.531899,2020-11-05 21:19:50.531899
661,256,66,f,2020-11-05 21:19:51.212903,2020-11-05 21:19:51.212903
662,256,3,t,2020-11-05 21:19:51.306211,2020-11-05 21:19:51.306211
663,257,66,f,2020-11-05 21:19:52.065728,2020-11-05 21:19:52.065728
664,257,3,t,2020-11-05 21:19:52.181759,2020-11-05 21:19:52.181759
665,258,67,f,2020-11-05 21:19:52.775884,2020-11-05 21:19:52.775884
666,258,6,t,2020-11-05 21:19:52.855968,2020-11-05 21:19:52.855968
667,259,67,f,2020-11-05 21:19:53.547043,2020-11-05 21:19:53.547043
668,259,6,t,2020-11-05 21:19:53.62567,2020-11-05 21:19:53.62567
669,260,67,f,2020-11-05 21:19:54.306758,2020-11-05 21:19:54.306758
670,260,6,t,2020-11-05 21:19:54.392508,2020-11-05 21:19:54.392508
671,261,50,f,2020-11-05 21:19:54.981054,2020-11-05 21:19:54.981054
672,261,95,f,2020-11-05 21:19:55.063854,2020-11-05 21:19:55.063854
673,261,155,t,2020-11-05 21:19:55.141235,2020-11-05 21:19:55.141235
674,262,22,f,2020-11-05 21:19:55.698289,2020-11-05 21:19:55.698289
675,262,95,f,2020-11-05 21:19:55.779554,2020-11-05 21:19:55.779554
676,262,153,t,2020-11-05 21:19:55.860252,2020-11-05 21:19:55.860252
677,263,53,f,2020-11-05 21:19:57.574626,2020-11-05 21:19:57.574626
678,263,82,f,2020-11-05 21:19:57.659338,2020-11-05 21:19:57.659338
679,263,95,t,2020-11-05 21:19:57.740764,2020-11-05 21:19:57.740764
680,264,53,f,2020-11-05 21:19:58.371972,2020-11-05 21:19:58.371972
681,264,82,f,2020-11-05 21:19:58.466166,2020-11-05 21:19:58.466166
682,264,95,t,2020-11-05 21:19:58.550123,2020-11-05 21:19:58.550123
683,265,19,f,2020-11-05 21:19:59.707094,2020-11-05 21:19:59.707094
684,265,50,t,2020-11-05 21:19:59.807134,2020-11-05 21:19:59.807134
685,266,61,f,2020-11-05 21:20:00.38257,2020-11-05 21:20:00.38257
686,267,68,f,2020-11-05 21:20:01.028957,2020-11-05 21:20:01.028957
687,267,79,t,2020-11-05 21:20:01.109657,2020-11-05 21:20:01.109657
688,268,61,f,2020-11-05 21:20:01.644252,2020-11-05 21:20:01.644252
689,269,19,f,2020-11-05 21:20:02.602952,2020-11-05 21:20:02.602952
690,269,14,t,2020-11-05 21:20:02.677083,2020-11-05 21:20:02.677083
691,270,33,f,2020-11-05 21:20:03.390142,2020-11-05 21:20:03.390142
692,270,44,f,2020-11-05 21:20:03.47075,2020-11-05 21:20:03.47075
693,270,20,t,2020-11-05 21:20:03.582032,2020-11-05 21:20:03.582032
694,271,33,f,2020-11-05 21:20:04.870445,2020-11-05 21:20:04.870445
695,271,44,f,2020-11-05 21:20:04.961819,2020-11-05 21:20:04.961819
696,271,20,t,2020-11-05 21:20:05.04884,2020-11-05 21:20:05.04884
697,272,33,f,2020-11-05 21:20:06.789274,2020-11-05 21:20:06.789274
